,svspp,cruise6,station,pdsex,pdid,pdlen,pdwgt,sizecat,pdgutw,pdgutv,fhdat,stratum,beglat,beglon,declat,declon,month,day,year,purcode,season,geoarea,pynam,gencat,gensci,analcat,analsci,collcat,collsci,pynum,pyamtw,pyamtv,pdscinam,pdcomnam,location
052218-055,,,,F,,20,115,,0.1438,,,,,,,,5,22,2018,,,,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,,0.1208,,,,NB_TWO
052218-055,,,,F,,20,115,,0.1438,,,,,,,,5,22,2018,,,,CRUSTACEA,ARTHRO,ARTHROPODA,CRUSTA,CRUSTACEA,CRUSTA,CRUSTACEA,,0.023,,,,NB_TWO
052218-056,,,,F,,24,195,,0.187,,,,,,,,5,22,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,0.187,,,,NB_TWO
052218-057,,,,M,,34,509,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_TWO
052218-058,,,,F,,32,488,,6.5907,,,,,,,,5,22,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,3.1952,,,,NB_TWO
052218-058,,,,F,,32,488,,6.5907,,,,,,,,5,22,2018,,,,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,,3.3955,,,,NB_TWO
052218-059,,,,F,,20,103,,0.4075,,,,,,,,5,22,2018,,,,ISOPODA,ARTHRO,ARTHROPODA,ISOPOD,ISOPODA,ISOPOD,ISOPODA,,0.3315,,,,NB_TWO
052218-059,,,,F,,20,103,,0.4075,,,,,,,,5,22,2018,,,,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,0.076,,,,NB_TWO
052218-060,,,,F,,28,316,,0.1608,,,,,,,,5,22,2018,,,,ISOPODA,ARTHRO,ARTHROPODA,ISOPOD,ISOPODA,ISOPOD,ISOPODA,,0.1608,,,,NB_TWO
052218-061,,,,F,,26,275,,0.7007,,,,,,,,5,22,2018,,,,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,,0.7007,,,,NB_TWO
052218-062,,,,F,,27,333,,0.212,,,,,,,,5,22,2018,,,,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,,0.212,,,,NB_TWO
052218-063,,,,M,,23,175,,1.1003,,,,,,,,5,22,2018,,,,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,,1.1003,,,,NB_TWO
052218-064,,,,F,,27,278,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_TWO
052218-065,,,,M,,35,504,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_TWO
052218-066,,,,F,,38,336,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_TWO
052218-067,,,,M,,32,397,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_TWO
052218-068,,,,M,,26,228,,1.0244,,,,,,,,5,22,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,0.9652,,,,NB_ONE
052218-068,,,,M,,26,228,,1.0244,,,,,,,,5,22,2018,,,,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,,0.0592,,,,NB_ONE
052218-069,,,,M,,31,353,,,,,,,,,,5,22,2018,,,,,,,,,,,,,,,,NB_ONE
052218-070,,,,F,,21,139,,0.1757,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.1757,,,,NB_ONE
052218-071,,,,F,,27,308,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-072,,,,F,,27,304,,0.841,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.841,,,,NB_ONE
052218-073,,,,F,,26,278,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-074,,,,M,,30,405,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-075,,,,F,,28,349,,4.7458,,,,,,,,5,22,2018,,,,LOLIGO SP,MOLLUS,MOLLUSCA,CEPHAL,CEPHALOPODA,LOLISP,LOLIGO SP,,4.7458,,,,NB_ONE
052218-076,,,,M,,25,226,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-077,,,,F,,27,254,,0.2484,,,,,,,,5,22,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,0.2484,,,,NB_ONE
052218-078,,,,F,,28,316,,1.5543,,,,,,,,5,22,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,1.5543,,,,NB_ONE
052218-079,,,,F,,28,335,,0.5559,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.5559,,,,NB_ONE
052218-080,,,,M,,27,266,,0.7894,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.7894,,,,NB_ONE
052218-081,,,,F,,20,140,,0.9792,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.9792,,,,NB_ONE
052218-082,,,,F,,25,239,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-083,,,,M,,33,436,,3.7986,,,,,,,,5,22,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,3.3809,,,,NB_ONE
052218-083,,,,M,,33,436,,3.7986,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.4177,,,,NB_ONE
052218-084,,,,F,,24,204,,1.2601,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,1.2601,,,,NB_ONE
052218-085,,,,F,,21,169,,0.4687,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.4687,,,,NB_ONE
052218-086,,,,M,,21,149,,1.1697,,,,,,,,5,22,2018,,,,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,,1.1697,,,,NB_ONE
052218-087,,,,M,,27,292,,5.4706,,,,,,,,5,22,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,1.5264,,,,NB_ONE
052218-087,,,,M,,27,292,,5.4706,,,,,,,,5,22,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,3.9442,,,,NB_ONE
052218-088,,,,M,,27,260,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-089,,,,M,,36,597,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-090,,,,M,,30,345,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-091,,,,F,,28,305,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-092,,,,F,,18,96,,0.3711,,,,,,,,5,22,2018,,,,NEMERTEA,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,,0.1785,,,,NB_ONE
052218-092,,,,F,,18,96,,0.3711,,,,,,,,5,22,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,0.1926,,,,NB_ONE
052218-093,,,,M,,21,151,,0.0414,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.0414,,,,NB_ONE
052218-094,,,,F,,25,228,,0.0569,,,,,,,,5,22,2018,,,,OSTEICHTHYES,FISH,FISH,OTHFIS,OTHER FISH,OSTEIC,OSTEICHTHYES,,0.0569,,,,NB_ONE
052218-095,,,,F,,28,352,,1.8308,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.8798,,,,NB_ONE
052218-095,,,,F,,28,352,,1.8308,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.951,,,,NB_ONE
052218-096,,,,M,,31,414,,,,,,,,,,5,22,2018,,,,,,,,,,,,,,,,NB_ONE
052218-097,,,,F,,29,372,,1.9874,,,,,,,,5,22,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,1.9874,,,,NB_ONE
052218-098,,,,F,,24,234,,2.1377,,,,,,,,5,22,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.5498,,,,NB_ONE
052218-098,,,,F,,24,234,,2.1377,,,,,,,,5,22,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,0.736,,,,NB_ONE
052218-098,,,,F,,24,234,,2.1377,,,,,,,,5,22,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,0.5796,,,,NB_ONE
052218-098,,,,F,,24,234,,2.1377,,,,,,,,5,22,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,0.2723,,,,NB_ONE
052218-099,,,,F,,20,121,,0.1281,,,,,,,,5,22,2018,,,,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,,0.1281,,,,NB_ONE
052218-100,,,,F,,25,221,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-101,,,,M,,36,591,,,,,,,,,,5,22,2018,,,,,,,,,,,,,,,,NB_ONE
052218-102,,,,M,,28,342,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
052218-103,,,,F,,25,223,,0,,,,,,,,5,22,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,NB_ONE
060518-001,,,,M,,33,437,,7.6952,,,,,,,,6,5,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,2.7268,,,,BLEN
060518-001,,,,M,,33,437,,7.6952,,,,,,,,6,5,2018,,,,CRUSTACEA SHRIMP,ARTHRO,ARTHROPODA,CRUSTA,CRUSTACEA,CRUSHR,CRUSTACEAN SHRIMP,,4.4293,,,,BLEN
060518-001,,,,M,,33,437,,7.6952,,,,,,,,6,5,2018,,,,CNIDARIA,CNIDARIA,CNIDAR,CNIDARIA,CNIDAR,CNIDARIA,CNIDARIA,,0.5391,,,,BLEN
060518-002,,,,F,,29,338,,,,,,,,,,6,5,2018,,,,,,,,,,,,,,,,BLEN
060518-003,,,,F,,29,306,,0,,,,,,,,6,5,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,BLEN
060518-004,,,,M,,33,510,,4.7223,,,,,,,,6,5,2018,,,,OSTEICHTHYES,FISH,FISH,OTHFIS,OTHER FISH,OSTEIC,OSTEICHTHYES,,2.4028,,,,BLEN
060518-004,,,,M,,33,510,,4.7223,,,,,,,,6,5,2018,,,,MOLLUSCA SHELL,MOLLUS,MOLLUSCA,MOLLUS,MOLLUSCA,MOLLUS,MOLLUSCA,,0.0016,,,,BLEN
060518-004,,,,M,,33,510,,4.7223,,,,,,,,6,5,2018,,,,CANCER BOREALIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,1.509,,,,BLEN
060518-004,,,,M,,33,510,,4.7223,,,,,,,,6,5,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,0.80989,,,,BLEN
060518-005,,,,F,,28,335,,1.418,,,,,,,,6,5,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,2.8166,,,,BLEN
060518-005,,,,F,,28,335,,1.418,,,,,,,,6,5,2018,,,,XANTHIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,1.6643,,,,BLEN
060518-006,,,,F,,28,320,,10.6838,,,,,,,,6,5,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,6.2794,,,,JJ
060518-006,,,,F,,28,320,,10.6838,,,,,,,,6,5,2018,,,,OSTEICHTHYES,FISH,FISH,OTHFIS,OTHER FISH,OSTEIC,OSTEICHTHYES,,4.4044,,,,JJ
060518-007,,,,M,,28,242,,0,,,,,,,,6,5,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,,0,,,,JJ
060518-008,,,,F,,29,335,,11.7661,,,,,,,,6,5,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,1.2767,,,,BLEN
060518-008,,,,F,,29,335,,11.7661,,,,,,,,6,5,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,2.7116,,,,BLEN
060518-008,,,,F,,29,335,,11.7661,,,,,,,,6,5,2018,,,,LOLIGO SP,MOLLUS,MOLLUSCA,CEPHAL,CEPHALOPODA,LOLISP,LOLIGO SP,,7.7778,,,,BLEN
060518-009,,,,M,,21,136,,,,,,,,,,6,5,2018,,,,,,,,,,,,,,,,BLEN
060518-010,,,,F,,33,528,,3.3555,,,,,,,,6,5,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,1.5821,,,,BLEN
060518-010,,,,F,,33,528,,3.3555,,,,,,,,6,5,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,1.7734,,,,BLEN
060518-011,,,,F,,29,368,,4.1607,,,,,,,,6,5,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,0.9849,,,,BLEN
060518-011,,,,F,,29,368,,4.1607,,,,,,,,6,5,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,0.6717,,,,BLEN
060518-011,,,,F,,29,368,,4.1607,,,,,,,,6,5,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,2.5041,,,,BLEN
060518-012,,,,F,,25,241,,3.898,,,,,,,,6,5,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,2.9583,,,,BLEN
060518-012,,,,F,,25,241,,3.898,,,,,,,,6,5,2018,,,,LOLIGO SP,MOLLUS,MOLLUSCA,CEPHAL,CEPHALOPODA,LOLISP,LOLIGO SP,,0.9397,,,,BLEN
060518-013,,,,F,,24,210,,1.3214,,,,,,,,6,5,2018,,,,LOLIGO SP,MOLLUS,MOLLUSCA,CEPHAL,CEPHALOPODA,LOLISP,LOLIGO SP,,1.3214,,,,BLEN
060518-014,,,,F,,27,293,,5.2932,,,,,,,,6,5,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,5.2932,,,,BLEN
060518-015,,,,F,,21,143,,1.3645,,,,,,,,6,5,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,0.0712,,,,BLEN
060518-015,,,,F,,21,143,,1.3645,,,,,,,,6,5,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,0.9535,,,,BLEN
060518-015,,,,F,,21,143,,1.3645,,,,,,,,6,5,2018,,,,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,,0.3398,,,,BLEN
060518-016,,,,F,,23,191,,,,,,,,,,6,5,2018,,,,,,,,,,,,,,,,BLEN
060518-017,,,,F,,26,283,,1.3353,,,,,,,,6,5,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,1.3353,,,,BLEN
060518-018,,,,F,,28,395,,1.918,,,,,,,,6,5,2018,,,,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,0.5745,,,,BLEN
060518-018,,,,F,,28,395,,1.918,,,,,,,,6,5,2018,,,,NUDIBRANCHIA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,1.344,,,,BLEN
060518-019,,,,M,,27,275,,0,,,,,,,,6,5,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,BLEN
060518-020,,,,M,,25,201,,,,,,,,,,6,5,2018,,,,,,,,,,,,,,,,BLEN
060518-021,,,,M,,27,297,,0,,,,,,,,6,5,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,BLEN
060518-022,,,,M,,32,459,,3.1219,,,,,,,,6,5,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,3.1219,,,,BLEN
060518-023,,,,F,,19,99,,0.3396,,,,,,,,6,5,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,0.2076,,,,BLEN
060518-023,,,,F,,19,99,,0.3396,,,,,,,,6,5,2018,,,,CRUSTACEA,ARTHRO,ARTHROPODA,CRUSTA,CRUSTACEA,CRUSTA,CRUSTACEA,,0.132,,,,BLEN
061518-001,,,,F,,22,214,,0,,,,,,,,6,15,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,BLEN
061518-002,,,,M,,21,138,,0,,,,,,,,6,15,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,BLEN
061518-003,,,,F,,24,218,,4.7564,,,,,,,,6,15,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,2.5857,,,,BLEN
061518-003,,,,F,,24,218,,4.7564,,,,,,,,6,15,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,2.1707,,,,BLEN
061518-004,,,,F,,20,125,,0.9793,,,,,,,,6,15,2018,,,,CRUSTACEA SHRIMP,ARTHRO,ARTHROPODA,CRUSTA,CRUSTACEA,CRUSHR,CRUSTACEAN SHRIMP,,0.656,,,,NAVY
061518-004,,,,F,,20,125,,0.9793,,,,,,,,6,15,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,0.3233,,,,NAVY
061518-005,,,,M,,17,81,,0.8482,,,,,,,,6,15,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,0.7403,,,,NAVY
061518-005,,,,M,,17,81,,0.8482,,,,,,,,6,15,2018,,,,ISOPODA,ARTHRO,ARTHROPODA,ISOPOD,ISOPODA,ISOPOD,ISOPODA,,0.0866,,,,NAVY
061518-005,,,,M,,17,81,,0.8482,,,,,,,,6,15,2018,,,,MOLLUSCA SHELL,MOLLUS,MOLLUSCA,MOLLUS,MOLLUSCA,MOLLUS,MOLLUSCA,,0.0213,,,,NAVY
061518-006,,,,F,,25,260,,10.0765,,,,,,,,6,15,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,10.0764,,,,NAVY
061518-007,,,,F,,20,127,,4.0208,,,,,,,,6,15,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,3.8333,,,,NAVY
061518-007,,,,F,,20,127,,4.0208,,,,,,,,6,15,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,0.1875,,,,NAVY
061518-008,,,,M,,29,324,,1.4767,,,,,,,,6,15,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,1.4767,,,,NAVY
061518-009,,,,M,,27,282,,1.7374,,,,,,,,6,15,2018,,,,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,1.7374,,,,NAVY
061518-010,,,,F,,26,256,,0,,,,,,,,6,15,2018,,,,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,,0,,,,CARS
061518-011,,,,M,,39,725,,8.7012,,,,,,,,6,15,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,7.6624,,,,CARS
061518-011,,,,M,,39,725,,8.7012,,,,,,,,6,15,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,1.0388,,,,CARS
061518-012,,,,F,,25,250,,4.8962,,,,,,,,6,15,2018,,,,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,2.7042,,,,CARS
061518-012,,,,F,,25,250,,4.8962,,,,,,,,6,15,2018,,,,XANTHIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,1.4615,,,,CARS
061518-012,,,,F,,25,250,,4.8962,,,,,,,,6,15,2018,,,,XANTHIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,0.7305,,,,CARS
061518-013,,,,M,,33,495,,6.0939,,,,,,,,6,15,2018,,,,LIBINIA SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,2.3318,,,,CARS
061518-013,,,,M,,33,495,,6.0939,,,,,,,,6,15,2018,,,,PORTUNIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,3.7621,,,,CARS
061518-014,,,,F,,24,192,,0.6724,,,,,,,,6,15,2018,,,,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,0.6724,,,,CARS
061518-015,,,,M,,27,257,,6.9931,,,,,,,,6,15,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,1.5508,,,,CARS
061518-015,,,,M,,27,257,,6.9931,,,,,,,,6,15,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,5.4423,,,,CARS
061518-016,,,,F,,22,183,,0.8582,,,,,,,,6,15,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,0.6302,,,,CARS
061518-016,,,,F,,22,183,,0.8582,,,,,,,,6,15,2018,,,,OSTEICHTHYES,FISH,FISH,OTHFIS,OTHER FISH,OSTEIC,OSTEICHTHYES,,0.228,,,,CARS
061518-017,,,,F,,20,127,,3.866,,,,,,,,6,15,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,2.897,,,,CARS
061518-017,,,,F,,20,127,,3.866,,,,,,,,6,15,2018,,,,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,0.969,,,,CARS
061518-018,,,,M,,24,185,,0.6189,,,,,,,,6,15,2018,,,,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,,0.6189,,,,CARS
061518-019,,,,F,,26,295,,2.0851,,,,,,,,6,15,2018,,,,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,1.6885,,,,CARS
061518-019,,,,F,,26,295,,2.0851,,,,,,,,6,15,2018,,,,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,0.3966,,,,CARS
061518-020,,,,M,,36,613,,0.3262,,,,,,,,6,15,2018,,,,LOLIGO SP,MOLLUS,MOLLUSCA,CEPHAL,CEPHALOPODA,LOLISP,LOLIGO SP,,0.3262,,,,CARS
061518-021,,,,F,,26,293,,6.3659,,,,,,,,6,15,2018,,,,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,,5.0348,,,,CARS
061518-021,,,,F,,26,293,,6.3659,,,,,,,,6,15,2018,,,,PAGUROIDEA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,,1.3311,,,,CARS
061518-022,,,,M,,22,188,,2.0554,,,,,,,,6,15,2018,,,,CANCER BOREALIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,,2.0554,,,,CARS
061518-023,,,,M,,28,252,,4.6255,,,,,,,,6,15,2018,,,,GASTROPODA,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,,1.7857,,,,CARS
